"","Plant Number","State","Plant Name","FIPS State Code","FIPS County Code","Latitude","Longitude","Centroid","Generators","Combustion Status","Capacity Factor","Nameplate Capacity","Annual Heat Input","Annual Net Generation","Annual NOx Emissions","Annual SO2 Emissions","Annual CO2 Emissions","Annual CH4 Emissions","Annual N20 Emissions","Annual Hg Emissions","Annual NOx Output Emission Rate","Ozone Season NOx Output Emission Rate","Annual SO2 Output Emission Rate","Annual CO2 Output Emission Rate","Annual CH4 Output Emission Rate","Annual N2O Output Emission Rate","Annual CO2 Equivalent Emission Rate","Annual Hg Output Emission Rate","Annual NOx Output Emission Rate","Ozone Season NOx Input Emission Rate","Annual SO2 Input Emission Rate","Annual CO2 Input Emission Rate","Annual NOx Combustion Output Emission Rate","Ozone Season NOx Combustion Output Emission Rate","Annual SO2 Combustion Output Emission Rate","Annual CO2 Combustion Output Emission Rate","Annual CH4 Combustion Output Emission Rate","Annual N2O Combustion Output Emission Rate","Unadjusted Annual NOx Emissions","Unadjusted Ozone Season NOx Emissions","Unadjusted Annual SO2 Emissions","Unadjusted Annual CO2 Emissions","Unadjusted Annual CH4 Emissions","Unadjusted Annual N2O Emissions","Unadjusted Annual Heat Input","Nomial Heat Rate","Annual Coal Net Generation","Annual Oil Net Generation","Annual Gas Net Generation","Annual Nuclear Net Generation","Annual Hydro Net Generation","Annual Biomass Net Generation","Annual Wind Net Generation","Annual Solar Net Generation","Annual Geothermal Net Generation","Annual Other Fossil Net Generation","Annual Unknown Net Generation","Plant Annual Nonrenewable Net Generation","NewFIPS","Height","Diameter","Velocity"
"4677",4677,"NJ","Cherry Hill",34,7,39.8761,-75.0086,0,1,0,0.0214,"1.1","0","206","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","0","206","0","0","0","0",34007,16.3373,0.7315,7.4981
"4688",4688,"NJ","Cumberland County Solid Waste Complex",34,11,39.4494,-75.0928,0,3,1,0.7326,"4.8","338,748.00","30,806.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","45.9","20.21","1.22","19,441.80","787.9","78.9","338,748.00","10,996.17","0","0","0","0","0","30,806.00","0","0","0","0","0","0",34011,9.7536,0.6401,9.723
"4709",4709,"NJ","Hunterdon Cogen Facility",34,19,40.6278,-74.936,0,1,1,0.7786,"4.1","162,508.10","27,963.00","7.48","0.28","9,497.70","378","37.9",-99,"0.5347","0.5347","0.02","679.3","13.52","1.35","680.01",-99,0.092,0.092,0.0034,116.89,"0.5347","0.5347","0.02","679.3","13.52","1.35","19.28","10.33","0.72","24,497.20","975","97.7","419,155.00","5,811.54","0","0.4","27,962.60","0","0","0","0","0","0","0","0","27,963.00",34019,9.7536,0.6401,9.723
"4773",4773,"NJ","PSEG Linden Generating Station",34,39,40.6217,-74.2072,0,13,1,0.3542,"1,758.50","39,984,935.50","5,456,674.00","122.96","12","2,376,251.10","93,005.00","9,316.50",-99,"0.0451","0.0454","0.0044","870.95","17.04","1.71","871.84",-99,0.0062,0.0062,6e-04,118.86,"0.0451","0.0454","0.0044","870.95","17.04","1.71","122.96","69.64","12","2,376,251.10","93,005.00","9,316.50","39,984,935.50","7,327.71","0","381.4","5,456,292.60","0","0","0","0","0","0","0","0","5,456,674.00",34039,10.272,1.0058,12.145
"4775",4775,"NJ","PSEG National Park Generating Station",34,15,39.86,-75.1853,0,1,1,2e-04,"18.5","496","32","0.3","0.02","40","3.5","0.7",-99,"18.625","25.099","1.1387","2,500.88","108.16","21.64","2,509.86",-99,1.2016,1.2016,0.0735,161.35,"18.625","25.099","1.1387","2,500.88","108.16","21.64","0.3","0.3","0.02","40","3.5","0.7","496","15,500.00","0","32","0","0","0","0","0","0","0","0","0","32",34015,9.144,0.6401,9.327
"4848",4848,"NM","Gallup Refinery",35,31,35.4883,-108.4265,0,2,1,0,"6","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","0","0","0","0","0","0",35031,9.144,0.6096,9.144
"4948",4948,"NV","Richard Burdette Geothermal",32,31,39.3908,-119.7546,0,2,0,0.5717,"30","0","150,251.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","0","0","150,251.00","0","0","0",32031,19.3792,1.7705,10.9514
"5005",5005,"NY","Black River Hydro Associates",36,49,43.5912,-75.3442,0,3,0,0.1677,"5.7","0","8,372.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","8,372.00","0","0","0","0","0","0","0",36049,9.144,0.6401,9.327
"5018",5018,"NY","Carr Street Generating Station",36,67,43.0613,-76.0824,0,3,1,0.0621,"122.6","535,755.80","66,691.00","7.66","0.16","31,839.30","1,246.20","124.8",-99,"0.2296","0.2154","0.0048","954.83","18.69","1.87","955.8",-99,0.0286,0.0273,6e-04,118.86,"0.2296","0.2154","0.0048","954.83","18.69","1.87","8.01","4.89","0.17","33,293.80","1,303.10","130.5","560,230.70","8,033.40","0","0","66,691.00","0","0","0","0","0","0","0","0","66,691.00",36067,7.8029,0.5182,6.34
"5019",5019,"NY","Carthage Energy LLC",36,45,43.9842,-75.6225,0,2,1,0.0443,"62.9","219,262.20","24,415.00","14.77","0.07","13,030.50","510","51.1",-99,"1.2097","1.1652","0.0054","1,067.41","20.89","2.09","1,068.50",-99,0.1347,0.1329,6e-04,118.86,"1.2097","1.1652","0.0054","1,067.41","20.89","2.09","14.77","10.16","0.07","13,030.50","510","51.1","219,262.20","8,980.64","0","0","24,415.00","0","0","0","0","0","0","0","0","24,415.00",36045,12.009,0.9144,10.375
"5096",5096,"NY","GMMGreenidge LLC",36,123,42.6789,-76.9483,0,2,1,0,"112.5","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","0","0","0","0","0","0",36123,7.681,0.6096,2.012
"5097",5097,"NY","GMMM Westover",36,7,42.1117,-75.9747,0,2,1,0,"118.8","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36007,9.6012,0.6349,8.839
"5126",5126,"NY","Honeywell Farms",36,81,40.6986,-73.8028,0,6,1,0.2928,"4.4","68,336.10","11,286.70","9.6","0.18","4,008.40","161.9","16.7",-99,"1.7013","1.7266","0.0323","710.29","14.34","1.48","711.05",-99,0.281,0.2851,0.0053,117.31,"1.7013","1.7266","0.0323","710.29","14.34","1.48","17.29","8.86","0.33","7,216.80","291.5","30","123,035.00","6,054.59","0","104.1","11,182.60","0","0","0","0","0","0","0","0","11,286.70",36081,7.8029,0.5182,6.34
"5137",5137,"NY","Indeck Oswego Energy Center",36,75,43.4717,-76.4935,0,2,1,0.0502,"57.4","198,548.80","25,266.00","14.44","0.06","11,800.40","461.8","46.3",-99,"1.1431","1.2071","0.0048","934.09","18.28","1.83","935.04",-99,0.1455,0.1493,6e-04,118.87,"1.1431","1.2071","0.0048","934.09","18.28","1.83","16.93","4.01","0.07","13,834.60","541.4","54.2","232,775.10","7,858.34","0","0","25,266.00","0","0","0","0","0","0","0","0","25,266.00",36075,14.539,0.7925,4.968
"5159",5159,"NY","Lewiston Niagara",36,63,43.1428,-79.0215,0,12,0,-0.1523,"240","0","-320,281.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","-320,281.00","0","0","0","0","0","0","0",36063,11.613,0.4572,7.01
"5211",5211,"NY","Norwood",36,89,44.7439,-75.0042,0,1,0,0.7756,"2","0","13,588.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","13,588.00","0","0","0","0","0","0","0",36089,7.8029,0.5182,6.34
"5217",5217,"NY","Oneida Herkimer",36,65,43.4622,-75.4183,0,2,1,0.5913,"1.6","86,243.00","8,287.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","11.69","6.6","0.3","4,949.80","200.6","20.1","86,243.00","10,407.02","0","0","0","0","0","8,287.00","0","0","0","0","0","0",36065,10.058,0.3353,0.122
"5225",5225,"NY","Oyster Bay Energy Partners LP",36,59,40.7683,-73.4567,0,2,1,0,"1.4","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36059,11.43,0.6096,8.9
"5232",5232,"NY","Plant No 1",36,59,40.6561,-73.5922,0,4,1,0.0022,"13.2","2,787.00","255","1.89","0.3","227.2","19.4","3.9",-99,"14.7984","14.8105","2.3295","1,781.98","76.27","15.26","1,788.32",-99,1.354,1.354,0.2131,163.04,"14.7984","14.8105","2.3295","1,781.98","76.27","15.26","1.89","1.34","0.3","227.2","19.4","3.9","2,787.00","10,929.41","0","255","0","0","0","0","0","0","0","0","0","255",36059,7.8029,0.5182,6.34
"5235",5235,"NY","Port Leyden Hydroelectric Project",36,49,43.5837,-75.3395,0,2,0,0.446,"1","0","3,907.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","3,907.00","0","0","0","0","0","0","0",36049,7.8029,0.5182,6.34
"5245",5245,"NY","ReEnergy Biomass LLC",36,49,43.618,-75.3054,0,1,1,0.8517,"21.1","1,920,404.20","157,424.00","262.92","30.5","0","134,005.80","17,867.40",-99,"3.3403","3.1417","0.3875","0","851.24","113.5","53.06",-99,0.2738,0.2738,0.0318,0,"3.3403","3.1417","0.3875","0","851.24","113.5","293.32","119.32","34.03","221,502.10","149,498.60","19,933.10","2,142,427.50","12,198.93","0","0","0","0","0","157,424.00","0","0","0","0","0","0",36049,9.144,0.6401,9.327
"5246",5246,"NY","ReEnergy Chateaugay Power Station",36,33,44.8927,-74.0746,0,1,1,0.2059,"19.7","534,692.20","35,524.00","73.04","8.47","0","37,310.80","4,974.80",-99,"4.1119","3.9576","0.477","0","1,050.30","140.04","65.47",-99,0.2732,0.2732,0.0317,0,"4.1119","3.9576","0.477","0","1,050.30","140.04","73.04","41.36","8.47","55,281.00","37,310.80","4,974.80","534,692.20","15,051.58","0","0","0","0","0","35,524.00","0","0","0","0","0","0",36033,49.0725,2.3165,25.145
"5249",5249,"NY","Rio",36,105,41.4625,-74.7578,0,1,0,0.1589,"10","0","13,923.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","13,923.00","0","0","0","0","0","0","0",36105,7.8029,0.5182,6.34
"5262",5262,"NY","Saranac Facility",36,19,44.7132,-73.4557,0,3,1,0.1811,"285.6","3,817,848.70","453,188.00","55.04","1.15","226,890.40","8,880.30","889.6",-99,"0.2429","0.2566","0.0051","1,001.31","19.6","1.96","1,002.33",-99,0.0288,0.0294,6e-04,118.86,"0.2429","0.2566","0.0051","1,001.31","19.6","1.96","59.38","19.05","1.24","244,782.80","9,580.60","959.7","4,118,920.80","8,424.43","0","0","453,188.00","0","0","0","0","0","0","0","0","453,188.00",36019,10.973,0.5791,7.163
"5297",5297,"NY","Stony Creek Wind Farm NY",36,121,42.7503,-78.2489,0,1,0,0,"94.4","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36121,7.8029,0.5182,6.34
"5354",5354,"OH","Battery Utility of Ohio",39,41,40.2603,-82.8331,0,1,1,0,"4","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39041,9.6012,0.762,9.632
"5369",5369,"OH","Central Ohio BioEnergy Plant #1",39,49,39.9017,-83.0222,0,1,1,0,"0","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","0","0","0","0","0","0",39049,9.144,0.6401,9.327
"5376",5376,"OH","CU Solar Plant",39,57,39.7419,-83.8169,0,1,0,0,"1.8","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39057,9.4488,0.9144,10.36
"5382",5382,"OH","Dover Peaking",39,157,40.5416,-81.4985,0,6,1,0.0033,"10.8","3,217.00","310","3.92","0.33","262.3","22.4","4.5",-99,"25.3001","25.2171","2.1201","1,691.98","72.41","14.49","1,698.00",-99,2.438,2.438,0.2043,163.04,"25.3001","25.2171","2.1201","1,691.98","72.41","14.49","3.92","1.53","0.33","262.3","22.4","4.5","3,217.00","10,377.42","0","310","0","0","0","0","0","0","0","0","0","310",39157,137.16,5.334,24.0792
"5389",5389,"OH","FirstEnergy Bay Shore",39,95,41.6917,-83.4378,0,5,1,0.241,"655.4","18,747,130.80","1,383,659.00","1,310.56","4,251.83","1,974,029.10","43,612.20","65,405.90",-99,"1.8943","2.4077","6.1458","2,853.35","31.52","47.27","2,868.66",-99,0.1398,0.1795,0.4536,210.6,"1.8943","2.4077","6.1458","2,853.35","31.52","47.27","1,310.56","947.15","4,251.83","1,974,029.10","43,612.20","65,405.90","18,747,130.80","13,548.95","362,030.90","1,021,628.10","0","0","0","0","0","0","0","0","0","1,383,659.00",39095,17.831,0.6096,8.23
"3595",3595,"MI","James R Smith",26,103,46.5716,-87.4105,0,2,0,0.2215,"3.2","0","6,209.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","6,209.00","0","0","0","0","0","0","0",26103,9.7536,0.762,9.525
"5403",5403,"OH","Geneva",39,7,41.795,-80.91,0,5,1,0,"4","0","0","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39007,252.98,12.802,15.24
"5436",5436,"OH","Muskingum River",39,167,39.5908,-81.6797,0,5,1,0.1336,"1,529.40","17,947,579.50","1,789,615.00","2,652.88","36,250.76","1,882,250.30","41,746.10","62,619.10",-99,"2.9647","2.1175","40.5124","2,103.53","23.33","34.99","2,114.86",-99,0.2956,0.2115,4.0396,209.75,"2.9647","2.1175","40.5124","2,103.53","23.33","34.99","2,652.88","1,015.71","36,250.76","1,882,250.30","41,746.10","62,619.10","17,947,579.50","10,028.74","1,779,447.10","10,167.90","0","0","0","0","0","0","0","0","0","1,789,615.00",39167,18.288,1.015,5.7494
"5452",5452,"OH","Painesville",39,85,41.7265,-81.254,0,5,1,0.0467,"55.5","419,077.30","22,692.00","187.97","922.37","42,721.50","977.9","1,434.70",-99,"16.5674","15.3364","81.2943","3,765.34","43.1","63.23","3,785.84",-99,0.8971,0.8976,4.4019,203.88,"16.5674","15.3364","81.2943","3,765.34","43.1","63.23","187.97","151.66","922.37","42,721.50","977.9","1,434.70","419,077.30","18,468.06","22,894.60","41","-243.6","0","0","0","0","0","0","0","0","22,692.00",39085,21.3244,1.1931,10.9615
"5453",5453,"OH","Paulding Wind Farm II",39,125,41.0253,-84.7792,0,1,0,0.1878,"150","0","246,785.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","246,785.00","0","0","0","0","0",39125,8.8392,0.6858,2.606
"5474",5474,"OH","Shelby North",39,139,40.8969,-82.6625,0,1,1,0.0039,"1.8","640","62","0.78","0.07","52.2","4.5","0.9",-99,"25.1665","25.1154","2.1163","1,683.04","72.03","14.41","1,689.02",-99,2.438,2.438,0.205,163.04,"25.1665","25.1154","2.1163","1,683.04","72.03","14.41","0.78","0.3","0.07","52.2","4.5","0.9","640","10,322.58","0","62","0","0","0","0","0","0","0","0","0","62",39139,17.831,0.6096,8.23
"5527",5527,"OK","Green Country Energy LLC",40,143,35.9833,-95.9346,0,6,1,0.5073,"903.9","28,924,829.70","4,017,223.00","348.41","8.68","1,718,958.20","67,279.20","6,739.50",-99,"0.1735","0.1868","0.0043","855.79","16.75","1.68","856.67",-99,0.0241,0.0257,6e-04,118.86,"0.1735","0.1868","0.0043","855.79","16.75","1.68","348.41","187.56","8.68","1,718,958.20","67,279.20","6,739.50","28,924,829.70","7,200.21","0","0","4,017,223.00","0","0","0","0","0","0","0","0","4,017,223.00",40143,12.192,0.762,8.1685
"5529",5529,"OK","Hugo",40,23,34.0158,-95.3206,0,2,1,0.6505,"446","26,732,185.20","2,541,517.00","2,414.33","8,065.95","2,742,130.50","62,179.10","93,268.60",-99,"1.8999","1.8489","6.3474","2,157.87","24.47","36.7","2,169.76",-99,0.1806,0.1806,0.6035,205.16,"1.8999","1.8489","6.3474","2,157.87","24.47","36.7","2,414.33","1,123.68","8,065.95","2,742,130.50","62,179.10","93,268.60","26,732,185.20","10,518.20","2,540,337.80","1,179.20","0","0","0","0","0","0","0","0","0","2,541,517.00",40023,9.6774,0.6096,8.26
"5561",5561,"OK","PowerSmith Cogeneration Project",40,109,35.4397,-97.625,0,2,1,0.2126,"122.4","1,766,966.80","227,928.00","136.71","3.19","103,268.50","4,110.00","411.7",-99,"1.1995","1.1996","0.028","906.15","18.03","1.81","907.09",-99,0.1547,0.1547,0.0036,116.89,"1.1995","1.1996","0.028","906.15","18.03","1.81","147.69","112.69","3.45","111,567.20","4,440.20","444.8","1,908,960.00","7,752.30","0","0","227,928.00","0","0","0","0","0","0","0","0","227,928.00",40109,6.096,0.4877,14.965
"5569",5569,"OK","Sleeping Bear LLC",40,59,36.7097,-99.8933,0,1,0,0.37,"94.5","0","306,298.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","306,298.00","0","0","0","0","0",40059,12.192,0.762,8.1685
"5571",5571,"OK","Southwestern",40,15,35.1009,-98.3524,0,6,1,0.1456,"658","10,820,445.60","839,336.00","2,528.36","3.33","642,702.50","25,172.20","2,522.10",-99,"6.0247","6.3294","0.0079","1,531.45","29.99","3","1,533.02",-99,0.4673,0.4948,6e-04,118.79,"6.0247","6.3294","0.0079","1,531.45","29.99","3","2,528.36","1,327.00","3.33","642,702.50","25,172.20","2,522.10","10,820,445.60","12,891.67","0","444.2","838,891.80","0","0","0","0","0","0","0","0","839,336.00",40015,9.7536,0.823,7.925
"5616",5616,"OR","Coyote Springs II",41,49,45.848,-119.674,0,2,1,0.4543,"287","7,946,313.30","1,142,118.00","65.31","2.38","472,240.60","18,483.10","1,851.50",-99,"0.1144","0.1217","0.0042","826.96","16.18","1.62","827.8",-99,0.0164,0.0172,6e-04,118.86,"0.1144","0.1217","0.0042","826.96","16.18","1.62","65.31","21.2","2.38","472,240.60","18,483.10","1,851.50","7,946,313.30","6,957.52","0","0","1,142,118.00","0","0","0","0","0","0","0","0","1,142,118.00",41049,14.326,0.7102,10.33
"5617",5617,"OR","Dalles Dam North Fishway Project",41,65,45.6144,-121.1369,0,1,0,0.6713,"6.5","0","38,221.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","38,221.00","0","0","0","0","0","0","0",41065,14.326,0.7102,10.33
"5763",5763,"PA","Clairton Works",42,3,40.3097,-79.8819,0,2,1,0.4837,"31","767,935.20","131,344.00","70.34","2.5","44,881.20","1,786.20","178.9",-99,"1.0711","1.0992","0.038","683.41","13.6","1.36","684.12",-99,0.1832,0.1814,0.0065,116.89,"1.0711","1.0992","0.038","683.41","13.6","1.36","597.89","218.42","21.21","381,480.40","15,182.50","1,520.90","6,527,286.20","5,846.75","0","0","15,124.70","0","0","0","0","0","0","116,219.30","0","131,344.00",42003,10.272,1.0058,12.145
"5766",5766,"PA","Conemaugh Hydro Plant",42,129,40.4644,-79.3657,0,2,0,0.3826,"15","0","50,268.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","50,268.00","0","0","0","0","0","0","0",42129,9.7536,0.6096,8.9
"5771",5771,"PA","Croydon CT Generating Station",42,17,40.08,-74.8917,0,8,1,9e-04,"546.4","61,966.10","4,423.00","18.53","6.26","5,051.60","432.4","86.5",-99,"8.378","8.3866","2.8302","2,284.25","97.76","19.56","2,292.37",-99,0.598,0.598,0.202,163.04,"8.378","8.3866","2.8302","2,284.25","97.76","19.56","18.53","18.09","6.26","5,051.60","432.4","86.5","61,966.10","14,009.97","0","4,423.00","0","0","0","0","0","0","0","0","0","4,423.00",42017,9.4793,0.6096,9.235
"5408",5408,"OH","Hamilton Hydro",39,17,39.4128,-84.5558,0,2,0,0.2484,"2.2","0","4,787.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","4,787.00","0","0","0","0","0","0","0",39017,49.67998,2.1335,12.49619
"5797",5797,"PA","FirstEnergy Seneca",42,123,41.8389,-79.0056,0,3,0,-0.0344,"469","0","-141,471.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","-141,471.00","0","0","0","0","0","0","0",42123,13.106,0.84415,11.34
"5825",5825,"PA","Hunterstown",42,1,39.8662,-77.1648,0,3,1,0.0109,"60","100,778.00","5,742.00","4.64","0.17","5,891.80","234.8","23.6",-99,"1.617","1.6172","0.0605","2,052.17","40.89","4.11","2,054.30",-99,0.0921,0.0921,0.0034,116.93,"1.617","1.6172","0.0605","2,052.17","40.89","4.11","4.64","2.06","0.17","5,891.80","234.8","23.6","100,778.00","17,551.03","0","4.6","5,737.40","0","0","0","0","0","0","0","0","5,742.00",42001,8.5344,1.2192,11.302
"5902",5902,"PA","PPL Martins Creek LLC Fishbach",42,107,40.6891,-76.2196,0,2,1,5e-04,"37","2,530.00","166","0.32","0.21","206.3","17.7","3.5",-99,"3.8407","3.8545","2.483","2,484.96","106.35","21.28","2,493.79",-99,0.252,0.252,0.1629,163.04,"3.8407","3.8545","2.483","2,484.96","106.35","21.28","0.32","0.17","0.21","206.3","17.7","3.5","2,530.00","15,240.96","0","166","0","0","0","0","0","0","0","0","0","166",42107,182.87108,7.01006,21.63974
"5928",5928,"PA","Stony Creek Wind Farm LLC",42,111,40.0311,-78.8153,0,1,0,0.2931,"52.5","0","134,800.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","134,800.00","0","0","0","0","0",42111,10.668,0.762,7.772
"5968",5968,"RI","Portsmouth Wind Turbine",44,5,41.6144,-71.2514,0,1,0,0.105,"1.5","0","1,380.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","1,380.00","0","0","0","0","0",44005,17.587,2.9261,19.78
"6022",6022,"SC","Jocassee",45,77,34.9594,-82.9147,0,4,0,-0.0327,"612","0","-175,367.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","-175,367.00","0","0","0","0","0","0","0",45077,10.272,1.0058,12.145
"6025",6025,"SC","Keowee",45,77,34.7981,-82.8872,0,2,0,0.0304,"157.6","0","41,997.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","41,997.00","0","0","0","0","0","0","0",45077,9.6774,0.6096,8.26
"6030",6030,"SC","Mill Creek",45,21,35.1597,-81.4306,0,8,1,0.0179,"799.2","1,534,198.70","125,402.00","29.25","2.18","93,190.90","3,568.50","357.5",-99,"0.4665","0.3624","0.0348","1,486.27","28.46","2.85","1,487.76",-99,0.0381,0.0295,0.0028,121.48,"0.4665","0.3624","0.0348","1,486.27","28.46","2.85","29.25","11.5","2.18","93,190.90","3,568.50","357.5","1,534,198.70","12,234.24","0","7,669.00","117,733.00","0","0","0","0","0","0","0","0","125,402.00",45021,11.613,0.4572,7.01
"6031",6031,"SC","Myrtle Beach",45,51,33.7089,-78.9233,0,5,1,-7e-04,"111.5","7,429.10","-666","4.46","1.86","605.6","51.8","10.4",-99,"-13.3844","-15.3612","-5.5796","-1,818.73","-77.84","-15.57","-1,825.20",-99,1.1999,1.2,0.5002,163.04,"-13.3844","-15.3612","-5.5796","-1,818.73","-77.84","-15.57","4.46","2.18","1.86","605.6","51.8","10.4","7,429.10","-11,154.80","0","-666","0","0","0","0","0","0","0","0","0","-666",45051,9.7536,0.6401,7.711
"6065",6065,"SC","Ware Shoals Hydro Project",45,59,34.404,-82.2336,0,2,0,0.2696,"6.2","0","14,640.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","14,640.00","0","0","0","0","0","0","0",45059,9.144,0.6096,9.144
"6116",6116,"TN","Calderwood",47,9,35.4923,-83.9806,0,3,0,0.3526,"156.6","0","483,708.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","483,708.00","0","0","0","0","0","0","0",47009,11.582,0.6096,8.717
"6127",6127,"TN","Dale Hollow",47,27,36.5378,-85.4517,0,3,0,0.2414,"54","0","114,194.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","114,194.00","0","0","0","0","0","0","0",47027,12.802,0.6096,16.49
"6138",6138,"TN","Johnsonville",47,85,36.0278,-87.9861,0,30,1,0.1226,"2,911.20","34,942,996.80","3,125,592.00","3,961.06","15,185.55","3,547,406.60","81,277.40","113,673.00",-99,"2.5346","2.4843","9.7169","2,269.91","26","36.37","2,281.73",-99,0.2267,0.2351,0.8692,203.04,"2.5346","2.4843","9.7169","2,269.91","26","36.37","4,654.08","2,354.99","17,842.38","4,168,053.70","95,497.50","133,561.00","41,056,554.10","11,179.64","2,864,941.10","24,430.50","236,220.30","0","0","0","0","0","0","0","0","3,125,592.00",47085,11.6285,1.2192,5.639
